0.0197117 2.92744 1.99283 0.0988651 0.910805 0.92718 1.73313 0.620812 2.74464 0.355079
1.12889 2.25772 1.68304 1.822 2.71719 1.76823 2.82951 1.00701 2.27935 0.764499
0.732167 1.81035 2.64987 0.4231 1.09371 1.67886 1.55667 1.3169 1.47029 2.71396
1.01155 1.49001 2.6414 0.00437642 1.58887 0.552206 0.931556 0.321998 1.17302 0.676195
0.677077 2.30191 2.93392 2.36012 1.12392 2.65111 1.12835 0.953425 0.658119 0.407698
1.71792 1.39029 2.21805 1.36779 1.81339 0.311758 0.0466564 0.370053 1.62866 1.51695
0.0840175 2.6402 0.00695783 2.72542 2.64458 1.59583 0.277624 0.576137 1.91783 1.45064
1.25233 2.59491 0.752552 1.18625 1.95502 1.87647 0.83736 0.0833728 2.82989 1.49548
0.491071 1.54782 2.88576 2.70912 2.91561 1.69915 0.0208794 2.96227 2.0692 1.64954
1.47922 2.15322 1.28974 1.48617 1.87864 0.934322 0.0820036 2.15626 1.51046 1.99983
0.606903 2.76279 1.59474 1.35946 0.949044 0.549758 0.235923 1.7864 0.633131 0.0658161
0.281883 1.1242 1.61363 0.167647 0.833323 1.52924 1.8668 0.854202 1.49151 0.936
2.50374 2.97072 0.0892198 0.79348 1.4569 1.96786 1.7278 1.5389 1.12412 0.238261
0.538733 1.73102 0.00105212 2.13347 0.0904786 0.950096 2.68323 0.326402 2.7365 0.316359
0.392218 0.0183823 1.44056 2.00585 0.186029 2.27388 0.535093 2.05283 0.128086 2.0266
2.98883 2.63182 1.99732 0.0780461 0.425304 0.45422 2.0459 2.15311 1.99312 0.170024
2.39137 2.53185 1.90105 2.39242 1.66532 1.99153 0.342515 1.34855 2.31793 0.0790144
1.66491 2.71015 0.0973967 0.105471 1.716 0.283426 2.37936 2.25109 2.33625 2.50744
1.27769 2.32508 2.13927 0.275013 2.40313 2.56457 0.729233 1.44903 1.71768 2.72235
1.61905 1.10904 2.25421 0.520101 0.501463 0.919532 2.51163 0.843977 2.26808 1.82956
0.922992 0.932994 1.5397 1.02039 1.03846 0.255699 1.30381 0.41782 2.50679 0.640067
2.92526 0.784479 2.96515 2.06453 1.05949 2.36827 1.6291 1.78873 0.817301 0.346775
1.51108 2.43635 1.45582 0.765289 2.95646 1.95728 1.68482 2.46808 2.80126 0.952905
1.29764 0.72425 1.8859 2.83734 1.74464 2.92436 0.0930377 0.0484535 0.342184 2.59983
0.688521 0.267445 0.384306 0.653667 2.33197 1.4438 0.0219388 0.961071 0.232524 0.83924
1.30785 1.7436 0.275594 2.76366 2.50889 0.23205 1.72095 1.19371 2.70013 1.5222
2.14662 0.99777 2.24645 1.03252 0.835109 0.991093 0.956883 0.928146 1.03955 1.29907
0.527973 1.72807 1.56651 0.912279 2.38173 0.898483 2.35608 2.40367 1.85955 2.5886
0.242913 0.1674 1.3322 0.518507 2.93106 0.841098 0.750557 1.65201 2.03481 0.450689
0.174213 1.18143 1.44846 2.42067 2.21395 2.28357 0.41176 0.170834 0.211714 1.45131
1.4699 0.739687 0.179373 0.0364117 1.65197 2.56111 0.934895 1.00804 1.96478 2.79445
0.596644 2.20769 2.96185 1.92885 2.7262 2.89291 2.76995 0.476758 1.54492 1.80476
0.927447 1.71913 2.98619 2.37591 1.1398 2.20014 1.65947 1.55156 2.37098 1.87119
0.00286583 0.84088 2.61087 0.182239 0.877292 1.26284 2.74335 1.81219 2.27088 1.70813
1.60664 2.86753 0.915824 1.56848 1.79637 0.642025 1.4614 1.56632 1.11878 0.00631804
0.371081 2.04623 1.72545 0.357274 1.42214 2.86525 2.55742 0.0816089 1.41681 1.9284
1.9528 1.41968 2.76928 1.56367 1.60192 0.646569 2.82651 1.34526 2.45876 2.09739
0.0533931 1.06539 1.96492 0.969217 2.63388 0.761292 1.61124 1.09527 2.32761 2.73003
1.10159 2.69869 1.77626 2.82704 0.0559685 0.198392 2.6923 2.61339 0.280001 1.10911
1.54178 2.2328 2.52878 1.31106 0.796465 1.1307 1.95763 0.622974 2.47597 1.41639
2.72036 2.52936 2.48178 1.68528 0.498575 2.11566 2.44657 2.10982 0.21093 1.77419
1.83984 1.31252 1.47288 0.616099 1.13956 1.52885 0.814491 0.831859 1.14224 1.09449
1.94097 2.68402 0.327289 1.46975 0.995085 1.12375 2.60045 2.95272 1.74673 2.07642
1.3691 1.46709 1.60578 0.850885 0.152375 2.10435 2.96654 2.59895 1.21417 0.17747
1.37314 0.0540107 1.48999 2.84602 0.670109 2.62956 1.37487 1.4846 0.461415 2.51711
2.57909 2.40238 2.20113 2.90638 0.872132 0.196216 1.03014 0.472584 0.148933 2.77686
2.549 1.51804 1.24396 1.15478 2.36892 1.39633 0.259128 2.33546 0.995279 1.4733
2.51293 2.36842 1.52731 1.00292 2.21443 2.19742 0.632481 0.589304 0.682017 1.0939
0.106411 0.261109 0.496277 2.30754 0.16749 1.36841 2.50376 1.19763 1.84099 2.65269
0.974489 1.38999 1.17073 2.21844 2.54477 0.539651 0.614775 2.8039 2.87511 1.61005
1.27719 2.38805 0.97847 2.8045 0.390973 0.192904 2.00192 1.02345 0.782208 2.68393
2.11735 0.888619 2.94504 2.61363 0.196161 0.112534 0.982035 2.69992 1.31016 2.82303
2.35261 2.28465 1.21302 0.523337 1.50309 0.757792 1.06299 2.11787 0.561691 0.938103
0.727922 1.83889 0.326151 1.70639 1.64339 0.717125 1.8993 0.645304 1.74058 2.6815
