    -5.73131379003111e-13      1.12366812284054e-13      3.27248671966077e-14     -1.28679837548778e-13 
    -0.00000000000000e+00      0.00000000000000e+00      2.83840862839672e-64      1.34383627259008e-63 
    -4.25742278679554e-04      5.45689227824365e-04      1.68764460770890e-04     -1.70728592164800e-03 
    -5.12600354504051e-03      4.87162802874039e-03      1.37458078046199e-03     -7.71845932173691e-03 
    -8.86378967448509e-10      4.23756077958789e-10      1.34281362922950e-10     -9.85690062440704e-10 
    -5.43891761088433e-01      8.33703607499731e-01      3.81660459316336e-01     -1.75526278002339e+00 
    -6.17841742154260e-02      1.03849030977760e-01      2.06762056101692e-02     -1.79214375962540e-01 
    -1.40494962631717e-04      7.05572304940316e-05      3.32637593994314e-05     -1.43225686316747e-04 
    -1.03201328818603e-07      8.97235292711283e-07      1.52829610777117e-08     -4.06660096769327e-06 
    -1.78475166425814e-01      7.68739623364087e-01      7.94317062891147e-02     -2.15033460775321e+00 
    -9.10435626383765e-05      1.48589192913208e-04      6.99658625919255e-06     -1.40494895001409e-04 
    -1.86605316543217e-07      8.42181730386561e-08      3.62349752683270e-08     -2.09224607628804e-07 
    -0.00000000000000e+00      0.00000000000000e+00      5.65152719974374e-36      1.56704742942934e-35 
    -3.88824895795142e-16      5.14604412816312e-17      5.55871461555133e-17     -5.46512443388974e-17 
    -1.77934561986658e-02      8.26018335159388e-02      3.45259411200515e-02     -7.27813742687881e-01 
    -2.72582681992132e-11      9.82091685501844e-12      1.20200862184987e-12     -5.79851382345121e-12 
    -0.00000000000000e+00      0.00000000000000e+00      7.76546911879251e-69      1.26424743919509e-68 
    -1.93290625691425e-05      6.81296062539778e-05      4.04759481702868e-06     -1.61297439780502e-04 
    -2.01030048299180e-05      4.95557493852793e-05      5.32874396698177e-06     -1.20956273184573e-04 
    -1.54238253023979e-04      9.16770878138455e-05      4.77585631182418e-05     -2.38178727610222e-04 
    -1.23166782305700e-03      8.35374061819850e-04      1.81101375870332e-04     -8.53162120062629e-04 
    -0.00000000000000e+00      0.00000000000000e+00      3.23078439995629e-23      9.63130875002974e-23 
    -0.00000000000000e+00      0.00000000000000e+00      9.14083861604087e-62      4.48441615549435e-61 
    -1.57380044131078e-01      5.31200156179938e-01      3.29302480080508e-01     -3.48733757980611e+00 
    -1.21301611696919e-01      4.33312096165168e-01      1.32990551629262e-01     -1.69646189162594e+00 
    -3.29075638701915e-09      9.25583357180738e-09      3.84622888124330e-10     -1.66938355541280e-08 
    -2.35268951439440e-02      3.12681254711616e-02      1.13904589817010e-02     -7.57022059014129e-02 
    -1.51001733115356e-10      6.03003041032727e-10      2.59268824455544e-11     -1.61768363906181e-09 
    -1.03212771837294e-13      4.40042302733862e-13      5.41442543674291e-15     -9.85339999638373e-13 
    -5.16038432480859e-02      1.57428300698118e-01      8.67183243898983e-02     -9.60556467610368e-01 
    -1.04865479256223e-04      1.27835824533097e-04      3.17280206422995e-05     -3.35381001866434e-04 
    -3.73698516790411e-27      1.21425622801533e-27      1.00142620332060e-26      3.56963790871753e-26 
    -1.51659201139490e-11      8.87266872894750e-12      2.14441072033475e-12     -2.18670679564770e-11 
    -3.31369686006169e-10      1.87206830333624e-10      4.99626080793528e-11     -4.54996392024871e-10 
    -0.00000000000000e+00      0.00000000000000e+00     -0.00000000000000e+00      0.00000000000000e+00 
    -3.67254980653070e-14      1.29339549351092e-14      1.12326263722722e-14     -8.15826392530442e-14 
    -3.47431528406883e-09      4.54680008963423e-09      5.20819915524299e-10     -8.22991833415046e-09 
    -5.40612021008214e-06      1.24851072777953e-05      1.15481531490849e-06     -2.64417980420241e-05 
    -6.34401838923710e-02      1.48102841402151e-01      8.67806487534603e-02     -6.96120523800738e-01 
    -1.03274748227125e-05      4.94839648664797e-06      2.21529189019112e-06     -1.09674139615596e-05 
    -5.34498654651783e-04      1.23588204938532e-03      5.85765915015136e-04     -9.27433846216870e-03 
    -3.65121247801418e-03      4.04202520524056e-03      1.23899663089422e-03     -8.53205950378523e-03 
    -2.34904431036255e-08      3.22606369757732e-08      4.45031640004438e-09     -7.08885729482790e-08 
    -0.00000000000000e+00     -0.00000000000000e+00     3.82176142939865e-105     1.13145673267046e-104 
    -1.37488033829532e-03      2.79783600913279e-03      1.17470678352118e-03     -1.60008513697473e-02 
    -1.11513619033825e-01      6.13642771899945e-01      3.46684192264797e-01     -6.13015668914628e+00 
    -3.72653311605823e-03      2.03355831855826e-02      1.22677100713164e-03     -6.67467033302101e-02 
    -5.26903858547937e-03      8.17413974213213e-03      2.39573301378283e-03     -2.17776396811475e-02 
    -1.05560509897935e-04      7.24971122836740e-05      5.17499747204537e-05     -2.86129127143325e-04 
    -3.82612290654182e-04      2.63460182738669e-03      6.31226548152935e-05     -9.50792995344597e-03 
    -1.74097835111429e-01      4.05227736264374e-01      2.04242477964236e-01     -1.69484301560243e+00 
    -3.94378046220315e-01      8.00775096546020e-01      3.97543533137232e-01     -2.61844556182517e+00 
    -8.87996528785951e-03      2.71049873065913e-02      3.72617283330955e-03     -7.07509581345786e-02 
    -1.21273916357893e-03      1.73730735625240e-03      4.38382207600200e-04     -4.55742460220330e-03 
    -1.12510238984696e-01      2.88623339815094e-01      1.27811875776143e-01     -1.20192115672435e+00 
    -8.58018949138917e-08      7.16637740070512e-08      1.13055792466706e-08     -1.04942786699392e-07 
    -1.55942647754554e-04      4.63646196972703e-04      3.68665302012506e-05     -1.02661971454872e-03 
    -8.67494449577412e-05      6.16435635261199e-04      1.56991824602949e-05     -2.32142804683505e-03 
    -0.00000000000000e+00      0.00000000000000e+00      5.05297427408024e-98      2.58157001333451e-97 
    -8.69961534198870e-14      2.78342702031633e-13      8.92994890529889e-15     -5.50174116205748e-13 
    -0.00000000000000e+00      0.00000000000000e+00      2.08276936439493e-29      6.04937445992653e-29 
    -1.61870592716172e-02      3.91261216022480e-02      1.41863260412144e-02     -1.83614594388346e-01 
    -1.05606348128812e-02      2.02687256401971e-02      8.18694107485842e-03     -8.65857999848789e-02 
    -2.83681100724837e-02      6.22341599554987e-02      9.35066802473600e-03     -1.25403195284314e-01 
    -2.25403271748092e-03      4.04333943751970e-03      1.40911484817430e-03     -1.69769282116696e-02 
    -3.79221386522154e-02      1.00198527570428e-01      3.74333412745880e-02     -4.63187955313229e-01 
    -3.36545463101660e-10      2.17059671322094e-09      5.89402053653922e-11     -7.96998017674829e-09 
    -5.16451010750546e-03      5.12479191819632e-03      1.91500557617273e-03     -1.20978937975806e-02 
    -1.76015798576498e-13      1.39101469824092e-13      2.61669925860594e-14     -3.75637329710240e-13 
    -2.55599860841176e-01      1.00881406560683e+00      4.03603337203940e-01     -5.26821257726186e+00 
    -1.21352305559386e-01      2.18782129242183e-01      1.28038483407574e-01     -7.85217258547785e-01 
    -2.29292423951837e-08      1.00425594546699e-07      3.83629247846674e-09     -2.68746108406780e-07 
    -0.00000000000000e+00      0.00000000000000e+00     1.75106963889496e-203     1.17819547982723e-202 
    -8.37748450023466e-02      1.12879472427778e-01      4.28388318784928e-02     -2.56715335105523e-01 
    -1.04673757673814e-03      1.45398226758637e-03      4.01422444405291e-04     -4.11640449860195e-03 
    -1.37339659267435e-02      5.96362489550516e-02      8.67757254592819e-03     -2.31651324458075e-01 
    -2.39680667209932e-08      2.83376782420834e-08      1.16597883406194e-08     -1.89307973993997e-07 
    -3.63562342184988e-04      4.23592693937866e-04      9.64260048453773e-05     -8.97550373885600e-04 
    -0.00000000000000e+00      0.00000000000000e+00      1.08766993759192e-42      3.84352650270795e-42 
    -3.30044802307594e-12      1.10033263531421e-11      3.83785019238393e-13     -2.32442089874246e-11 
    -3.53179101905943e-13      1.06618121949085e-12      5.17164648699066e-14     -2.47030831880321e-12 
    -4.98784066830303e-03      3.54860687838474e-03      2.03805610341406e-03     -8.57676532366281e-03 
    -1.75603570225692e-02      4.26314526298701e-02      2.55875597148057e-02     -2.63295224505866e-01 
    -1.52056722788193e-11      6.85688507658433e-12      1.49990567170583e-12     -1.09986490092295e-11 
    -3.15068215379252e-06      7.62612802715882e-06      3.90119410859356e-07     -1.15634096210967e-05 
    -0.00000000000000e+00      0.00000000000000e+00     2.99396508419990e-154     7.68514492098922e-154 
    -0.00000000000000e+00     -0.00000000000000e+00      3.09666664403470e-45      7.65105667929704e-45 
    -5.73743443946126e-10      2.37851652435644e-09      9.86848277933751e-11     -6.43111802025103e-09 
    -0.00000000000000e+00     -0.00000000000000e+00     2.44599238208626e-108     8.46624534641783e-108 
    -5.35885467158430e-16      1.93940520614099e-15     -1.92748540981969e-16     -5.12120379132270e-15 
    -1.69546631849144e-04      1.64433805747689e-04      4.69715418086264e-05     -3.53919701546244e-04 
    -1.20724883106377e-10      4.42937842694522e-11      6.06688434607248e-11     -2.74645569581619e-10 
    -2.47458977802449e-10      5.91890887891701e-10      2.92637491955861e-11     -1.01745455900601e-09 
    -0.00000000000000e+00      0.00000000000000e+00     1.75221009925661e-156     1.05208602950246e-155 
    -3.89608920441853e-02      4.29414511503201e-02      2.13197389203115e-02     -1.14331964726916e-01 
    -3.04626608243137e-05      1.73839960493582e-05      7.51196445054379e-06     -4.13495481931527e-05 
    -1.66238390912403e-07      5.41902222567747e-07      3.06970330636350e-08     -1.25320907286450e-06 
    -1.69487158730897e-08      1.95058324065164e-08      9.85243997997301e-09     -1.60826216796217e-07 
    -9.61938766891799e-03      3.45700375221028e-02      8.06997753054083e-03     -1.60320964555431e-01 
    -0.00000000000000e+00      0.00000000000000e+00     1.14664781431012e-132     1.37126841372806e-132 
    -2.21708358910265e-02      3.06553164100676e-02      2.24816337804543e-02     -1.40240226591000e-01 
    -2.85213035987926e-07      6.20897620231226e-07      1.01240268282068e-07     -2.34798618024792e-06 
    -5.58338600562653e-13      3.20697416722868e-13      1.38071351742578e-13     -1.73412551358645e-12 
    -6.92154465394406e-03      8.63052100696298e-03      2.57724000954557e-03     -1.97497685318294e-02 
    -7.90725828821610e-07      1.67602743869857e-06      1.81343358941096e-07     -3.88295242100639e-06 
    -1.53946008730196e-13      1.30628390583624e-13      2.83603495144391e-14     -4.61753822736231e-13 
    -2.69776912268949e-07      1.78153526244201e-07      8.28661230896279e-08     -6.06663605130053e-07 
    -0.00000000000000e+00      0.00000000000000e+00      9.29178410063393e-34      3.03841375075598e-33 
    -0.00000000000000e+00      0.00000000000000e+00      1.33835007340417e-16      5.38947960395436e-16 
    -3.61683404434686e-18      3.39378296873508e-18      1.18845682623031e-18     -1.07185226831298e-17 
    -1.74771406875152e-07      2.10965526415429e-07      7.74826878946880e-08     -1.16148012314880e-06 
    -8.68423858391865e-16      1.89648320690508e-16      5.52033160381890e-17     -2.90254365667135e-16 
    -2.05800931767614e-02      1.44811341610060e-01      6.45194540786066e-02     -1.72413730898034e+00 
    -1.22648495627370e-03      8.74830945204268e-04      2.86102938012143e-04     -1.46740917489968e-03 
    -0.00000000000000e+00      0.00000000000000e+00      1.74943361674833e-19      5.70841843321938e-19 
    -9.03967595798889e-13      4.24713542135847e-12      1.58581854274315e-13     -1.30658402752262e-11 
    -1.21247302865726e-04      5.54800607013373e-05      3.50181971739882e-05     -1.26638961662788e-04 
